surface_form,match_kind,canonical_display_name,canonical_name,concept_id,entity_type,stakeholder_role,parent_display_name,org_level,industry_code,match_mode,is_active
co quan chu quan ngan hang,slang,QL ngành Ngân hàng,Cụm cơ quan quản lý ngành ngân hàng,gov:cum:ngan_hang,organization,REGULATOR,Ngân hàng,trung_uong,ENERGY,contains,TRUE
hệ thống giám sát ngân hàng,variant,QL ngành Ngân hàng,Cụm cơ quan quản lý ngành ngân hàng,gov:cum:ngan_hang,organization,REGULATOR,Ngân hàng,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhngânhàng,typo,QL ngành Ngân hàng,Cụm cơ quan quản lý ngành ngân hàng,gov:cum:ngan_hang,organization,REGULATOR,Ngân hàng,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhngânhàng,typo,QL ngành Ngân hàng,Cụm cơ quan quản lý ngành ngân hàng,gov:cum:ngan_hang,organization,REGULATOR,Ngân hàng,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành chứng khoán,canonical,QL ngành Chứng khoán,Cụm cơ quan quản lý ngành chứng khoán,gov:cum:chung_khoan,organization,REGULATOR,Chứng khoán,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành chứng khoán,official,QL ngành Chứng khoán,Cụm cơ quan quản lý ngành chứng khoán,gov:cum:chung_khoan,organization,REGULATOR,Chứng khoán,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh chung khoan,slang,QL ngành Chứng khoán,Cụm cơ quan quản lý ngành chứng khoán,gov:cum:chung_khoan,organization,REGULATOR,Chứng khoán,trung_uong,ENERGY,contains,TRUE
quản lý chứng khoán,variant,QL ngành Chứng khoán,Cụm cơ quan quản lý ngành chứng khoán,gov:cum:chung_khoan,organization,REGULATOR,Chứng khoán,trung_uong,ENERGY,contains,TRUE
giám sát chứng khoán,variant,QL ngành Chứng khoán,Cụm cơ quan quản lý ngành chứng khoán,gov:cum:chung_khoan,organization,REGULATOR,Chứng khoán,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản chứng khoán,variant,QL ngành Chứng khoán,Cụm cơ quan quản lý ngành chứng khoán,gov:cum:chung_khoan,organization,REGULATOR,Chứng khoán,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhchứngkhoán,typo,QL ngành Chứng khoán,Cụm cơ quan quản lý ngành chứng khoán,gov:cum:chung_khoan,organization,REGULATOR,Chứng khoán,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhchứngkhoán,typo,QL ngành Chứng khoán,Cụm cơ quan quản lý ngành chứng khoán,gov:cum:chung_khoan,organization,REGULATOR,Chứng khoán,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành bảo hiểm,canonical,QL ngành Bảo hiểm,Cụm cơ quan quản lý ngành bảo hiểm,gov:cum:bao_hiem,organization,REGULATOR,Bảo hiểm,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành bảo hiểm,official,QL ngành Bảo hiểm,Cụm cơ quan quản lý ngành bảo hiểm,gov:cum:bao_hiem,organization,REGULATOR,Bảo hiểm,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh bao hiem,slang,QL ngành Bảo hiểm,Cụm cơ quan quản lý ngành bảo hiểm,gov:cum:bao_hiem,organization,REGULATOR,Bảo hiểm,trung_uong,ENERGY,contains,TRUE
quản lý bảo hiểm,variant,QL ngành Bảo hiểm,Cụm cơ quan quản lý ngành bảo hiểm,gov:cum:bao_hiem,organization,REGULATOR,Bảo hiểm,trung_uong,ENERGY,contains,TRUE
giám sát bảo hiểm,variant,QL ngành Bảo hiểm,Cụm cơ quan quản lý ngành bảo hiểm,gov:cum:bao_hiem,organization,REGULATOR,Bảo hiểm,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản bảo hiểm,variant,QL ngành Bảo hiểm,Cụm cơ quan quản lý ngành bảo hiểm,gov:cum:bao_hiem,organization,REGULATOR,Bảo hiểm,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhbảohiểm,typo,QL ngành Bảo hiểm,Cụm cơ quan quản lý ngành bảo hiểm,gov:cum:bao_hiem,organization,REGULATOR,Bảo hiểm,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhbảohiểm,typo,QL ngành Bảo hiểm,Cụm cơ quan quản lý ngành bảo hiểm,gov:cum:bao_hiem,organization,REGULATOR,Bảo hiểm,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành lao động,canonical,QL ngành Lao động,Cụm cơ quan quản lý ngành lao động,gov:cum:lao_dong,organization,REGULATOR,Lao động,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành lao động,official,QL ngành Lao động,Cụm cơ quan quản lý ngành lao động,gov:cum:lao_dong,organization,REGULATOR,Lao động,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh lao dong,slang,QL ngành Lao động,Cụm cơ quan quản lý ngành lao động,gov:cum:lao_dong,organization,REGULATOR,Lao động,trung_uong,ENERGY,contains,TRUE
quản lý lao động,variant,QL ngành Lao động,Cụm cơ quan quản lý ngành lao động,gov:cum:lao_dong,organization,REGULATOR,Lao động,trung_uong,ENERGY,contains,TRUE
bo so phong lao dong,slang,QL ngành Lao động,Cụm cơ quan quản lý ngành lao động,gov:cum:lao_dong,organization,REGULATOR,Lao động,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản lao động,variant,QL ngành Lao động,Cụm cơ quan quản lý ngành lao động,gov:cum:lao_dong,organization,REGULATOR,Lao động,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhlaođộng,typo,QL ngành Lao động,Cụm cơ quan quản lý ngành lao động,gov:cum:lao_dong,organization,REGULATOR,Lao động,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhlaođộng,typo,QL ngành Lao động,Cụm cơ quan quản lý ngành lao động,gov:cum:lao_dong,organization,REGULATOR,Lao động,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành an sinh xã hội,canonical,QL ngành An sinh,Cụm cơ quan quản lý ngành an sinh xã hội,gov:cum:an_sinh_xa_hoi,organization,REGULATOR,An sinh,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành an sinh xã hội,official,QL ngành An sinh,Cụm cơ quan quản lý ngành an sinh xã hội,gov:cum:an_sinh_xa_hoi,organization,REGULATOR,An sinh,trung_uong,ENERGY,contains,TRUE
co quan quan ly an sinh xa hoi,slang,QL ngành An sinh,Cụm cơ quan quản lý ngành an sinh xã hội,gov:cum:an_sinh_xa_hoi,organization,REGULATOR,An sinh,trung_uong,ENERGY,contains,TRUE
quản lý an sinh xã hội,variant,QL ngành An sinh,Cụm cơ quan quản lý ngành an sinh xã hội,gov:cum:an_sinh_xa_hoi,organization,REGULATOR,An sinh,trung_uong,ENERGY,contains,TRUE
bo so phong bao tro xa hoi,slang,QL ngành An sinh,Cụm cơ quan quản lý ngành an sinh xã hội,gov:cum:an_sinh_xa_hoi,organization,REGULATOR,An sinh,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản an sinh,variant,QL ngành An sinh,Cụm cơ quan quản lý ngành an sinh xã hội,gov:cum:an_sinh_xa_hoi,organization,REGULATOR,An sinh,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhansinhxãhội,typo,QL ngành An sinh,Cụm cơ quan quản lý ngành an sinh xã hội,gov:cum:an_sinh_xa_hoi,organization,REGULATOR,An sinh,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhansinhxãhội,typo,QL ngành An sinh,Cụm cơ quan quản lý ngành an sinh xã hội,gov:cum:an_sinh_xa_hoi,organization,REGULATOR,An sinh,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành khoa học công nghệ,canonical,QL ngành Khoa học công nghệ,Cụm cơ quan quản lý ngành khoa học công nghệ,gov:cum:khoa_hoc_cong_nghe,organization,REGULATOR,Khoa học công nghệ,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành khoa học công nghệ,official,QL ngành Khoa học công nghệ,Cụm cơ quan quản lý ngành khoa học công nghệ,gov:cum:khoa_hoc_cong_nghe,organization,REGULATOR,Khoa học công nghệ,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh khoa hoc cong nghe,slang,QL ngành Khoa học công nghệ,Cụm cơ quan quản lý ngành khoa học công nghệ,gov:cum:khoa_hoc_cong_nghe,organization,REGULATOR,Khoa học công nghệ,trung_uong,ENERGY,contains,TRUE
quản lý khoa học công nghệ,variant,QL ngành Khoa học công nghệ,Cụm cơ quan quản lý ngành khoa học công nghệ,gov:cum:khoa_hoc_cong_nghe,organization,REGULATOR,Khoa học công nghệ,trung_uong,ENERGY,contains,TRUE
bo so phong khcn,slang,QL ngành Khoa học công nghệ,Cụm cơ quan quản lý ngành khoa học công nghệ,gov:cum:khoa_hoc_cong_nghe,organization,REGULATOR,Khoa học công nghệ,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản khoa học công nghệ,variant,QL ngành Khoa học công nghệ,Cụm cơ quan quản lý ngành khoa học công nghệ,gov:cum:khoa_hoc_cong_nghe,organization,REGULATOR,Khoa học công nghệ,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhkhoahọccôngnghệ,typo,QL ngành Khoa học công nghệ,Cụm cơ quan quản lý ngành khoa học công nghệ,gov:cum:khoa_hoc_cong_nghe,organization,REGULATOR,Khoa học công nghệ,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhkhoahọccôngnghệ,typo,QL ngành Khoa học công nghệ,Cụm cơ quan quản lý ngành khoa học công nghệ,gov:cum:khoa_hoc_cong_nghe,organization,REGULATOR,Khoa học công nghệ,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành thông tin truyền thông,canonical,QL ngành Thông tin truyền thông,Cụm cơ quan quản lý ngành thông tin truyền thông,gov:cum:thong_tin_truyen_thong,organization,REGULATOR,Thông tin truyền thông,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành thông tin truyền thông,official,QL ngành Thông tin truyền thông,Cụm cơ quan quản lý ngành thông tin truyền thông,gov:cum:thong_tin_truyen_thong,organization,REGULATOR,Thông tin truyền thông,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh thong tin truyen thong,slang,QL ngành Thông tin truyền thông,Cụm cơ quan quản lý ngành thông tin truyền thông,gov:cum:thong_tin_truyen_thong,organization,REGULATOR,Thông tin truyền thông,trung_uong,ENERGY,contains,TRUE
quản lý thông tin truyền thông,variant,QL ngành Thông tin truyền thông,Cụm cơ quan quản lý ngành thông tin truyền thông,gov:cum:thong_tin_truyen_thong,organization,REGULATOR,Thông tin truyền thông,trung_uong,ENERGY,contains,TRUE
bo so phong tttt,slang,QL ngành Thông tin truyền thông,Cụm cơ quan quản lý ngành thông tin truyền thông,gov:cum:thong_tin_truyen_thong,organization,REGULATOR,Thông tin truyền thông,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản truyền thông,variant,QL ngành Thông tin truyền thông,Cụm cơ quan quản lý ngành thông tin truyền thông,gov:cum:thong_tin_truyen_thong,organization,REGULATOR,Thông tin truyền thông,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhthôngtintruyềnthông,typo,QL ngành Thông tin truyền thông,Cụm cơ quan quản lý ngành thông tin truyền thông,gov:cum:thong_tin_truyen_thong,organization,REGULATOR,Thông tin truyền thông,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhthôngtintruyềnthông,typo,QL ngành Thông tin truyền thông,Cụm cơ quan quản lý ngành thông tin truyền thông,gov:cum:thong_tin_truyen_thong,organization,REGULATOR,Thông tin truyền thông,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành ngoại giao,canonical,QL ngành Ngoại giao,Cụm cơ quan quản lý ngành ngoại giao,gov:cum:ngoai_giao,organization,REGULATOR,Ngoại giao,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành ngoại giao,official,QL ngành Ngoại giao,Cụm cơ quan quản lý ngành ngoại giao,gov:cum:ngoai_giao,organization,REGULATOR,Ngoại giao,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh ngoai giao,slang,QL ngành Ngoại giao,Cụm cơ quan quản lý ngành ngoại giao,gov:cum:ngoai_giao,organization,REGULATOR,Ngoại giao,trung_uong,ENERGY,contains,TRUE
quản lý đối ngoại,variant,QL ngành Ngoại giao,Cụm cơ quan quản lý ngành ngoại giao,gov:cum:ngoai_giao,organization,REGULATOR,Ngoại giao,trung_uong,ENERGY,contains,TRUE
bo so phong doi ngoai,slang,QL ngành Ngoại giao,Cụm cơ quan quản lý ngành ngoại giao,gov:cum:ngoai_giao,organization,REGULATOR,Ngoại giao,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản ngoại giao,variant,QL ngành Ngoại giao,Cụm cơ quan quản lý ngành ngoại giao,gov:cum:ngoai_giao,organization,REGULATOR,Ngoại giao,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhngoạigiao,typo,QL ngành Ngoại giao,Cụm cơ quan quản lý ngành ngoại giao,gov:cum:ngoai_giao,organization,REGULATOR,Ngoại giao,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhngoạigiao,typo,QL ngành Ngoại giao,Cụm cơ quan quản lý ngành ngoại giao,gov:cum:ngoai_giao,organization,REGULATOR,Ngoại giao,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành quốc phòng,canonical,QL ngành Quốc phòng,Cụm cơ quan quản lý ngành quốc phòng,gov:cum:quoc_phong,organization,REGULATOR,Quốc phòng,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành quốc phòng,official,QL ngành Quốc phòng,Cụm cơ quan quản lý ngành quốc phòng,gov:cum:quoc_phong,organization,REGULATOR,Quốc phòng,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh quoc phong,slang,QL ngành Quốc phòng,Cụm cơ quan quản lý ngành quốc phòng,gov:cum:quoc_phong,organization,REGULATOR,Quốc phòng,trung_uong,ENERGY,contains,TRUE
quản lý quốc phòng,variant,QL ngành Quốc phòng,Cụm cơ quan quản lý ngành quốc phòng,gov:cum:quoc_phong,organization,REGULATOR,Quốc phòng,trung_uong,ENERGY,contains,TRUE
bo chi huy quan su,slang,QL ngành Quốc phòng,Cụm cơ quan quản lý ngành quốc phòng,gov:cum:quoc_phong,organization,REGULATOR,Quốc phòng,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản quốc phòng,variant,QL ngành Quốc phòng,Cụm cơ quan quản lý ngành quốc phòng,gov:cum:quoc_phong,organization,REGULATOR,Quốc phòng,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhquốcphòng,typo,QL ngành Quốc phòng,Cụm cơ quan quản lý ngành quốc phòng,gov:cum:quoc_phong,organization,REGULATOR,Quốc phòng,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhquốcphòng,typo,QL ngành Quốc phòng,Cụm cơ quan quản lý ngành quốc phòng,gov:cum:quoc_phong,organization,REGULATOR,Quốc phòng,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành an ninh,canonical,QL ngành An ninh,Cụm cơ quan quản lý ngành an ninh,gov:cum:an_ninh,organization,REGULATOR,An ninh,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành an ninh,official,QL ngành An ninh,Cụm cơ quan quản lý ngành an ninh,gov:cum:an_ninh,organization,REGULATOR,An ninh,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh an ninh,slang,QL ngành An ninh,Cụm cơ quan quản lý ngành an ninh,gov:cum:an_ninh,organization,REGULATOR,An ninh,trung_uong,ENERGY,contains,TRUE
quản lý an ninh,variant,QL ngành An ninh,Cụm cơ quan quản lý ngành an ninh,gov:cum:an_ninh,organization,REGULATOR,An ninh,trung_uong,ENERGY,contains,TRUE
công an các cấp,variant,QL ngành An ninh,Cụm cơ quan quản lý ngành an ninh,gov:cum:an_ninh,organization,REGULATOR,An ninh,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản an ninh,variant,QL ngành An ninh,Cụm cơ quan quản lý ngành an ninh,gov:cum:an_ninh,organization,REGULATOR,An ninh,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhanninh,typo,QL ngành An ninh,Cụm cơ quan quản lý ngành an ninh,gov:cum:an_ninh,organization,REGULATOR,An ninh,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhanninh,typo,QL ngành An ninh,Cụm cơ quan quản lý ngành an ninh,gov:cum:an_ninh,organization,REGULATOR,An ninh,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành tư pháp,canonical,QL ngành Tư pháp,Cụm cơ quan quản lý ngành tư pháp,gov:cum:tu_phap,organization,REGULATOR,Tư pháp,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành tư pháp,official,QL ngành Tư pháp,Cụm cơ quan quản lý ngành tư pháp,gov:cum:tu_phap,organization,REGULATOR,Tư pháp,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh tu phap,slang,QL ngành Tư pháp,Cụm cơ quan quản lý ngành tư pháp,gov:cum:tu_phap,organization,REGULATOR,Tư pháp,trung_uong,ENERGY,contains,TRUE
quản lý tư pháp,variant,QL ngành Tư pháp,Cụm cơ quan quản lý ngành tư pháp,gov:cum:tu_phap,organization,REGULATOR,Tư pháp,trung_uong,ENERGY,contains,TRUE
bo so phong tu phap,slang,QL ngành Tư pháp,Cụm cơ quan quản lý ngành tư pháp,gov:cum:tu_phap,organization,REGULATOR,Tư pháp,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản tư pháp,variant,QL ngành Tư pháp,Cụm cơ quan quản lý ngành tư pháp,gov:cum:tu_phap,organization,REGULATOR,Tư pháp,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhtưpháp,typo,QL ngành Tư pháp,Cụm cơ quan quản lý ngành tư pháp,gov:cum:tu_phap,organization,REGULATOR,Tư pháp,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhtưpháp,typo,QL ngành Tư pháp,Cụm cơ quan quản lý ngành tư pháp,gov:cum:tu_phap,organization,REGULATOR,Tư pháp,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành nội vụ,canonical,QL ngành Nội vụ,Cụm cơ quan quản lý ngành nội vụ,gov:cum:noi_vu,organization,REGULATOR,Nội vụ,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành nội vụ,official,QL ngành Nội vụ,Cụm cơ quan quản lý ngành nội vụ,gov:cum:noi_vu,organization,REGULATOR,Nội vụ,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh noi vu,slang,QL ngành Nội vụ,Cụm cơ quan quản lý ngành nội vụ,gov:cum:noi_vu,organization,REGULATOR,Nội vụ,trung_uong,ENERGY,contains,TRUE
quản lý nội vụ,variant,QL ngành Nội vụ,Cụm cơ quan quản lý ngành nội vụ,gov:cum:noi_vu,organization,REGULATOR,Nội vụ,trung_uong,ENERGY,contains,TRUE
bo so phong noi vu,slang,QL ngành Nội vụ,Cụm cơ quan quản lý ngành nội vụ,gov:cum:noi_vu,organization,REGULATOR,Nội vụ,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản nội vụ,variant,QL ngành Nội vụ,Cụm cơ quan quản lý ngành nội vụ,gov:cum:noi_vu,organization,REGULATOR,Nội vụ,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhnộivụ,typo,QL ngành Nội vụ,Cụm cơ quan quản lý ngành nội vụ,gov:cum:noi_vu,organization,REGULATOR,Nội vụ,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhnộivụ,typo,QL ngành Nội vụ,Cụm cơ quan quản lý ngành nội vụ,gov:cum:noi_vu,organization,REGULATOR,Nội vụ,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành quy hoạch,canonical,QL ngành Quy hoạch,Cụm cơ quan quản lý ngành quy hoạch,gov:cum:quy_hoach,organization,REGULATOR,Quy hoạch,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành quy hoạch,official,QL ngành Quy hoạch,Cụm cơ quan quản lý ngành quy hoạch,gov:cum:quy_hoach,organization,REGULATOR,Quy hoạch,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh quy hoach,slang,QL ngành Quy hoạch,Cụm cơ quan quản lý ngành quy hoạch,gov:cum:quy_hoach,organization,REGULATOR,Quy hoạch,trung_uong,ENERGY,contains,TRUE
quản lý quy hoạch,variant,QL ngành Quy hoạch,Cụm cơ quan quản lý ngành quy hoạch,gov:cum:quy_hoach,organization,REGULATOR,Quy hoạch,trung_uong,ENERGY,contains,TRUE
quản lý kế hoạch quy hoạch,variant,QL ngành Quy hoạch,Cụm cơ quan quản lý ngành quy hoạch,gov:cum:quy_hoach,organization,REGULATOR,Quy hoạch,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản quy hoạch,variant,QL ngành Quy hoạch,Cụm cơ quan quản lý ngành quy hoạch,gov:cum:quy_hoach,organization,REGULATOR,Quy hoạch,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhquyhoạch,typo,QL ngành Quy hoạch,Cụm cơ quan quản lý ngành quy hoạch,gov:cum:quy_hoach,organization,REGULATOR,Quy hoạch,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhquyhoạch,typo,QL ngành Quy hoạch,Cụm cơ quan quản lý ngành quy hoạch,gov:cum:quy_hoach,organization,REGULATOR,Quy hoạch,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành đầu tư,canonical,QL ngành Đầu tư,Cụm cơ quan quản lý ngành đầu tư,gov:cum:dau_tu,organization,REGULATOR,Đầu tư,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành đầu tư,official,QL ngành Đầu tư,Cụm cơ quan quản lý ngành đầu tư,gov:cum:dau_tu,organization,REGULATOR,Đầu tư,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh dau tu,slang,QL ngành Đầu tư,Cụm cơ quan quản lý ngành đầu tư,gov:cum:dau_tu,organization,REGULATOR,Đầu tư,trung_uong,ENERGY,contains,TRUE
quản lý đầu tư,variant,QL ngành Đầu tư,Cụm cơ quan quản lý ngành đầu tư,gov:cum:dau_tu,organization,REGULATOR,Đầu tư,trung_uong,ENERGY,contains,TRUE
bo so phong dau tu,slang,QL ngành Đầu tư,Cụm cơ quan quản lý ngành đầu tư,gov:cum:dau_tu,organization,REGULATOR,Đầu tư,trung_uong,ENERGY,contains,TRUE
cơ quan chủ quản đầu tư,variant,QL ngành Đầu tư,Cụm cơ quan quản lý ngành đầu tư,gov:cum:dau_tu,organization,REGULATOR,Đầu tư,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhđầutư,typo,QL ngành Đầu tư,Cụm cơ quan quản lý ngành đầu tư,gov:cum:dau_tu,organization,REGULATOR,Đầu tư,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhđầutư,typo,QL ngành Đầu tư,Cụm cơ quan quản lý ngành đầu tư,gov:cum:dau_tu,organization,REGULATOR,Đầu tư,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành hạ tầng,canonical,QL ngành Hạ tầng,Cụm cơ quan quản lý ngành hạ tầng,gov:cum:ha_tang,organization,REGULATOR,Hạ tầng,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành hạ tầng,official,QL ngành Hạ tầng,Cụm cơ quan quản lý ngành hạ tầng,gov:cum:ha_tang,organization,REGULATOR,Hạ tầng,trung_uong,ENERGY,contains,TRUE
co quan quan ly nganh ha tang,slang,QL ngành Hạ tầng,Cụm cơ quan quản lý ngành hạ tầng,gov:cum:ha_tang,organization,REGULATOR,Hạ tầng,trung_uong,ENERGY,contains,TRUE
quản lý hạ tầng,variant,QL ngành Hạ tầng,Cụm cơ quan quản lý ngành hạ tầng,gov:cum:ha_tang,organization,REGULATOR,Hạ tầng,trung_uong,ENERGY,contains,TRUE
bo so phong ha tang,slang,QL ngành Hạ tầng,Cụm cơ quan quản lý ngành hạ tầng,gov:cum:ha_tang,organization,REGULATOR,Hạ tầng,trung_uong,ENERGY,contains,TRUE
hệ thống hạ tầng kỹ thuật,variant,QL ngành Hạ tầng,Cụm cơ quan quản lý ngành hạ tầng,gov:cum:ha_tang,organization,REGULATOR,Hạ tầng,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhhạtầng,typo,QL ngành Hạ tầng,Cụm cơ quan quản lý ngành hạ tầng,gov:cum:ha_tang,organization,REGULATOR,Hạ tầng,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhhạtầng,typo,QL ngành Hạ tầng,Cụm cơ quan quản lý ngành hạ tầng,gov:cum:ha_tang,organization,REGULATOR,Hạ tầng,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành cấp thoát nước,canonical,QL ngành Cấp thoát nước,Cụm cơ quan quản lý ngành cấp thoát nước,gov:cum:cap_thoat_nuoc,organization,REGULATOR,Cấp thoát nước,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành cấp thoát nước,official,QL ngành Cấp thoát nước,Cụm cơ quan quản lý ngành cấp thoát nước,gov:cum:cap_thoat_nuoc,organization,REGULATOR,Cấp thoát nước,trung_uong,ENERGY,contains,TRUE
co quan quan ly cap thoat nuoc,slang,QL ngành Cấp thoát nước,Cụm cơ quan quản lý ngành cấp thoát nước,gov:cum:cap_thoat_nuoc,organization,REGULATOR,Cấp thoát nước,trung_uong,ENERGY,contains,TRUE
quản lý cấp thoát nước,variant,QL ngành Cấp thoát nước,Cụm cơ quan quản lý ngành cấp thoát nước,gov:cum:cap_thoat_nuoc,organization,REGULATOR,Cấp thoát nước,trung_uong,ENERGY,contains,TRUE
hạ tầng nước sạch,variant,QL ngành Cấp thoát nước,Cụm cơ quan quản lý ngành cấp thoát nước,gov:cum:cap_thoat_nuoc,organization,REGULATOR,Cấp thoát nước,trung_uong,ENERGY,contains,TRUE
bo so phong nuoc sach,slang,QL ngành Cấp thoát nước,Cụm cơ quan quản lý ngành cấp thoát nước,gov:cum:cap_thoat_nuoc,organization,REGULATOR,Cấp thoát nước,trung_uong,ENERGY,contains,TRUE
cơquanquảnlýngànhcấpthoátnước,typo,QL ngành Cấp thoát nước,Cụm cơ quan quản lý ngành cấp thoát nước,gov:cum:cap_thoat_nuoc,organization,REGULATOR,Cấp thoát nước,trung_uong,ENERGY,contains,TRUE
Cụmcơquanquảnlýngànhcấpthoátnước,typo,QL ngành Cấp thoát nước,Cụm cơ quan quản lý ngành cấp thoát nước,gov:cum:cap_thoat_nuoc,organization,REGULATOR,Cấp thoát nước,trung_uong,ENERGY,contains,TRUE
Cụm cơ quan quản lý ngành an toàn thực phẩm,canonical,QL ngành ATTP,Cụm cơ quan quản lý ngành an toàn thực phẩm,gov:cum:an_toan_thuc_pham,organization,REGULATOR,ATTP,trung_uong,ENERGY,contains,TRUE
cơ quan quản lý ngành an toàn thực phẩm,official,QL ngành ATTP,Cụm cơ quan quản lý ngành an toàn thực phẩm,gov:cum:an_toan_thuc_pham,organization,REGULATOR,ATTP,trung_uong,ENERGY,contains,TRUE
co quan quan ly an toan thuc pham,slang,QL ngành ATTP,Cụm cơ quan quản lý ngành an toàn thực phẩm,gov:cum:an_toan_thuc_pham,organization,REGULATOR,ATTP,trung_uong,ENERGY,contains,TRUE
quản lý an toàn thực phẩm,variant,QL ngành ATTP,Cụm cơ quan quản lý ngành an toàn thực phẩm,gov:cum:an_toan_thuc_pham,organization,REGULATOR,ATTP,trung_uong,ENERGY,contains,TRUE
