surface_form,match_kind,canonical_display_name,canonical_name,concept_id,entity_type,stakeholder_role,parent_display_name,org_level,industry_code,match_mode,is_active
Ông Lê Ngọc Sơn - Chủ tịch HĐTV PVN,canonical,Lê Ngọc Sơn,Ông Lê Ngọc Sơn - Chủ tịch HĐTV PVN,oilgas:person:le_ngoc_son,person,PARTNER,PVN,person,ENERGY,contains,TRUE
Lê Ngọc Sơn,official,Lê Ngọc Sơn,Ông Lê Ngọc Sơn - Chủ tịch HĐTV PVN,oilgas:person:le_ngoc_son,person,PARTNER,PVN,person,ENERGY,contains,TRUE
ÔngLêNgọcSơn-ChủtịchHĐTVPVN,typo,Lê Ngọc Sơn,Ông Lê Ngọc Sơn - Chủ tịch HĐTV PVN,oilgas:person:le_ngoc_son,person,PARTNER,PVN,person,ENERGY,contains,TRUE
ong le ngoc son - chu tich hđtv pvn,typo,Lê Ngọc Sơn,Ông Lê Ngọc Sơn - Chủ tịch HĐTV PVN,oilgas:person:le_ngoc_son,person,PARTNER,PVN,person,ENERGY,contains,TRUE
LêNgọcSơn,typo,Lê Ngọc Sơn,Ông Lê Ngọc Sơn - Chủ tịch HĐTV PVN,oilgas:person:le_ngoc_son,person,PARTNER,PVN,person,ENERGY,contains,TRUE
le ngoc son,typo,Lê Ngọc Sơn,Ông Lê Ngọc Sơn - Chủ tịch HĐTV PVN,oilgas:person:le_ngoc_son,person,PARTNER,PVN,person,ENERGY,contains,TRUE
ong le ngoc son,typo,Lê Ngọc Sơn,Ông Lê Ngọc Sơn - Chủ tịch HĐTV PVN,oilgas:person:le_ngoc_son,person,PARTNER,PVN,person,ENERGY,contains,TRUE
Ông Lê Mạnh Cường - Tổng Giám đốc PVN,canonical,Lê Mạnh Cường,Ông Lê Mạnh Cường - Tổng Giám đốc PVN,oilgas:person:le_manh_cuong,person,PARTNER,PVN,person,ENERGY,contains,TRUE
Lê Mạnh Cường,official,Lê Mạnh Cường,Ông Lê Mạnh Cường - Tổng Giám đốc PVN,oilgas:person:le_manh_cuong,person,PARTNER,PVN,person,ENERGY,contains,TRUE
ÔngLêMạnhCường-TổngGiámđốcPVN,typo,Lê Mạnh Cường,Ông Lê Mạnh Cường - Tổng Giám đốc PVN,oilgas:person:le_manh_cuong,person,PARTNER,PVN,person,ENERGY,contains,TRUE
ong le manh cuong - tong giam đoc pvn,typo,Lê Mạnh Cường,Ông Lê Mạnh Cường - Tổng Giám đốc PVN,oilgas:person:le_manh_cuong,person,PARTNER,PVN,person,ENERGY,contains,TRUE
LêMạnhCường,typo,Lê Mạnh Cường,Ông Lê Mạnh Cường - Tổng Giám đốc PVN,oilgas:person:le_manh_cuong,person,PARTNER,PVN,person,ENERGY,contains,TRUE
le manh cuong,typo,Lê Mạnh Cường,Ông Lê Mạnh Cường - Tổng Giám đốc PVN,oilgas:person:le_manh_cuong,person,PARTNER,PVN,person,ENERGY,contains,TRUE
ong le manh cuong,typo,Lê Mạnh Cường,Ông Lê Mạnh Cường - Tổng Giám đốc PVN,oilgas:person:le_manh_cuong,person,PARTNER,PVN,person,ENERGY,contains,TRUE
Ông Hoàng Quốc Vượng - Cựu Chủ tịch HĐTV PVN,canonical,Hoàng Quốc Vượng,Ông Hoàng Quốc Vượng - Cựu Chủ tịch HĐTV PVN,oilgas:person:hoang_quoc_vuong,person,PARTNER,PVN,person,ENERGY,contains,FALSE
Hoàng Quốc Vượng,official,Hoàng Quốc Vượng,Ông Hoàng Quốc Vượng - Cựu Chủ tịch HĐTV PVN,oilgas:person:hoang_quoc_vuong,person,PARTNER,PVN,person,ENERGY,contains,FALSE
HoàngQuốcVượng,typo,Hoàng Quốc Vượng,Ông Hoàng Quốc Vượng - Cựu Chủ tịch HĐTV PVN,oilgas:person:hoang_quoc_vuong,person,PARTNER,PVN,person,ENERGY,contains,FALSE
hoang quoc vuong,typo,Hoàng Quốc Vượng,Ông Hoàng Quốc Vượng - Cựu Chủ tịch HĐTV PVN,oilgas:person:hoang_quoc_vuong,person,PARTNER,PVN,person,ENERGY,contains,FALSE
ÔngHoàngQuốcVượng-CựuChủtịchHĐTVPVN,typo,Hoàng Quốc Vượng,Ông Hoàng Quốc Vượng - Cựu Chủ tịch HĐTV PVN,oilgas:person:hoang_quoc_vuong,person,PARTNER,PVN,person,ENERGY,contains,FALSE
ong hoang quoc vuong - cuu chu tich hđtv pvn,typo,Hoàng Quốc Vượng,Ông Hoàng Quốc Vượng - Cựu Chủ tịch HĐTV PVN,oilgas:person:hoang_quoc_vuong,person,PARTNER,PVN,person,ENERGY,contains,FALSE
ong hoang quoc vuong,typo,Hoàng Quốc Vượng,Ông Hoàng Quốc Vượng - Cựu Chủ tịch HĐTV PVN,oilgas:person:hoang_quoc_vuong,person,PARTNER,PVN,person,ENERGY,contains,FALSE
Ông Đặng Hoàng An - Chủ tịch HĐTV EVN,canonical,Đặng Hoàng An,Ông Đặng Hoàng An - Chủ tịch HĐTV EVN,oilgas:person:dang_hoang_an,person,PARTNER,EVN,person,ENERGY,contains,TRUE
Đặng Hoàng An,official,Đặng Hoàng An,Ông Đặng Hoàng An - Chủ tịch HĐTV EVN,oilgas:person:dang_hoang_an,person,PARTNER,EVN,person,ENERGY,contains,TRUE
ÔngĐặngHoàngAn-ChủtịchHĐTVEVN,typo,Đặng Hoàng An,Ông Đặng Hoàng An - Chủ tịch HĐTV EVN,oilgas:person:dang_hoang_an,person,PARTNER,EVN,person,ENERGY,contains,TRUE
ong đang hoang an - chu tich hđtv evn,typo,Đặng Hoàng An,Ông Đặng Hoàng An - Chủ tịch HĐTV EVN,oilgas:person:dang_hoang_an,person,PARTNER,EVN,person,ENERGY,contains,TRUE
ĐặngHoàngAn,typo,Đặng Hoàng An,Ông Đặng Hoàng An - Chủ tịch HĐTV EVN,oilgas:person:dang_hoang_an,person,PARTNER,EVN,person,ENERGY,contains,TRUE
đang hoang an,typo,Đặng Hoàng An,Ông Đặng Hoàng An - Chủ tịch HĐTV EVN,oilgas:person:dang_hoang_an,person,PARTNER,EVN,person,ENERGY,contains,TRUE
ong đang hoang an,typo,Đặng Hoàng An,Ông Đặng Hoàng An - Chủ tịch HĐTV EVN,oilgas:person:dang_hoang_an,person,PARTNER,EVN,person,ENERGY,contains,TRUE
Ông Nguyễn Anh Tuấn - Tổng Giám đốc EVN,canonical,Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn - Tổng Giám đốc EVN,oilgas:person:nguyen_anh_tuan,person,PARTNER,EVN,person,ENERGY,contains,TRUE
Nguyễn Anh Tuấn,official,Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn - Tổng Giám đốc EVN,oilgas:person:nguyen_anh_tuan,person,PARTNER,EVN,person,ENERGY,contains,TRUE
ÔngNguyễnAnhTuấn-TổngGiámđốcEVN,typo,Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn - Tổng Giám đốc EVN,oilgas:person:nguyen_anh_tuan,person,PARTNER,EVN,person,ENERGY,contains,TRUE
ong nguyen anh tuan - tong giam đoc evn,typo,Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn - Tổng Giám đốc EVN,oilgas:person:nguyen_anh_tuan,person,PARTNER,EVN,person,ENERGY,contains,TRUE
NguyễnAnhTuấn,typo,Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn - Tổng Giám đốc EVN,oilgas:person:nguyen_anh_tuan,person,PARTNER,EVN,person,ENERGY,contains,TRUE
nguyen anh tuan,typo,Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn - Tổng Giám đốc EVN,oilgas:person:nguyen_anh_tuan,person,PARTNER,EVN,person,ENERGY,contains,TRUE
ong nguyen anh tuan,typo,Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn - Tổng Giám đốc EVN,oilgas:person:nguyen_anh_tuan,person,PARTNER,EVN,person,ENERGY,contains,TRUE
Ông Phạm Văn Thanh - Chủ tịch HĐQT PLX,canonical,Phạm Văn Thanh,Ông Phạm Văn Thanh - Chủ tịch HĐQT PLX,oilgas:person:pham_van_thanh,person,PARTNER,PLX,person,ENERGY,contains,TRUE
Phạm Văn Thanh,official,Phạm Văn Thanh,Ông Phạm Văn Thanh - Chủ tịch HĐQT PLX,oilgas:person:pham_van_thanh,person,PARTNER,PLX,person,ENERGY,contains,TRUE
PhạmVănThanh,typo,Phạm Văn Thanh,Ông Phạm Văn Thanh - Chủ tịch HĐQT PLX,oilgas:person:pham_van_thanh,person,PARTNER,PLX,person,ENERGY,contains,TRUE
pham van thanh,typo,Phạm Văn Thanh,Ông Phạm Văn Thanh - Chủ tịch HĐQT PLX,oilgas:person:pham_van_thanh,person,PARTNER,PLX,person,ENERGY,contains,TRUE
ÔngPhạmVănThanh-ChủtịchHĐQTPLX,typo,Phạm Văn Thanh,Ông Phạm Văn Thanh - Chủ tịch HĐQT PLX,oilgas:person:pham_van_thanh,person,PARTNER,PLX,person,ENERGY,contains,TRUE
ong pham van thanh - chu tich hđqt plx,typo,Phạm Văn Thanh,Ông Phạm Văn Thanh - Chủ tịch HĐQT PLX,oilgas:person:pham_van_thanh,person,PARTNER,PLX,person,ENERGY,contains,TRUE
ong pham van thanh,typo,Phạm Văn Thanh,Ông Phạm Văn Thanh - Chủ tịch HĐQT PLX,oilgas:person:pham_van_thanh,person,PARTNER,PLX,person,ENERGY,contains,TRUE
Ông Lưu Văn Tuyển - Tổng Giám đốc PLX,canonical,Lưu Văn Tuyển,Ông Lưu Văn Tuyển - Tổng Giám đốc PLX,oilgas:person:luu_van_tuyen,person,PARTNER,PLX,person,ENERGY,contains,TRUE
Lưu Văn Tuyển,official,Lưu Văn Tuyển,Ông Lưu Văn Tuyển - Tổng Giám đốc PLX,oilgas:person:luu_van_tuyen,person,PARTNER,PLX,person,ENERGY,contains,TRUE
ÔngLưuVănTuyển-TổngGiámđốcPLX,typo,Lưu Văn Tuyển,Ông Lưu Văn Tuyển - Tổng Giám đốc PLX,oilgas:person:luu_van_tuyen,person,PARTNER,PLX,person,ENERGY,contains,TRUE
ong luu van tuyen - tong giam đoc plx,typo,Lưu Văn Tuyển,Ông Lưu Văn Tuyển - Tổng Giám đốc PLX,oilgas:person:luu_van_tuyen,person,PARTNER,PLX,person,ENERGY,contains,TRUE
LưuVănTuyển,typo,Lưu Văn Tuyển,Ông Lưu Văn Tuyển - Tổng Giám đốc PLX,oilgas:person:luu_van_tuyen,person,PARTNER,PLX,person,ENERGY,contains,TRUE
luu van tuyen,typo,Lưu Văn Tuyển,Ông Lưu Văn Tuyển - Tổng Giám đốc PLX,oilgas:person:luu_van_tuyen,person,PARTNER,PLX,person,ENERGY,contains,TRUE
ong luu van tuyen,typo,Lưu Văn Tuyển,Ông Lưu Văn Tuyển - Tổng Giám đốc PLX,oilgas:person:luu_van_tuyen,person,PARTNER,PLX,person,ENERGY,contains,TRUE
Ông Nguyễn Việt Thắng - Tổng Giám đốc BSR,canonical,Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng - Tổng Giám đốc BSR,oilgas:person:nguyen_viet_thang,person,PARTNER,BSR,person,ENERGY,contains,TRUE
Nguyễn Việt Thắng,official,Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng - Tổng Giám đốc BSR,oilgas:person:nguyen_viet_thang,person,PARTNER,BSR,person,ENERGY,contains,TRUE
ÔngNguyễnViệtThắng-TổngGiámđốcBSR,typo,Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng - Tổng Giám đốc BSR,oilgas:person:nguyen_viet_thang,person,PARTNER,BSR,person,ENERGY,contains,TRUE
ong nguyen viet thang - tong giam đoc bsr,typo,Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng - Tổng Giám đốc BSR,oilgas:person:nguyen_viet_thang,person,PARTNER,BSR,person,ENERGY,contains,TRUE
NguyễnViệtThắng,typo,Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng - Tổng Giám đốc BSR,oilgas:person:nguyen_viet_thang,person,PARTNER,BSR,person,ENERGY,contains,TRUE
nguyen viet thang,typo,Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng - Tổng Giám đốc BSR,oilgas:person:nguyen_viet_thang,person,PARTNER,BSR,person,ENERGY,contains,TRUE
ong nguyen viet thang,typo,Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng - Tổng Giám đốc BSR,oilgas:person:nguyen_viet_thang,person,PARTNER,BSR,person,ENERGY,contains,TRUE
Ông Bùi Ngọc Dương - Chủ tịch HĐQT BSR,canonical,Bùi Ngọc Dương,Ông Bùi Ngọc Dương - Chủ tịch HĐQT BSR,oilgas:person:bui_ngoc_duong,person,PARTNER,BSR,person,ENERGY,contains,TRUE
Bùi Ngọc Dương,official,Bùi Ngọc Dương,Ông Bùi Ngọc Dương - Chủ tịch HĐQT BSR,oilgas:person:bui_ngoc_duong,person,PARTNER,BSR,person,ENERGY,contains,TRUE
BùiNgọcDương,typo,Bùi Ngọc Dương,Ông Bùi Ngọc Dương - Chủ tịch HĐQT BSR,oilgas:person:bui_ngoc_duong,person,PARTNER,BSR,person,ENERGY,contains,TRUE
bui ngoc duong,typo,Bùi Ngọc Dương,Ông Bùi Ngọc Dương - Chủ tịch HĐQT BSR,oilgas:person:bui_ngoc_duong,person,PARTNER,BSR,person,ENERGY,contains,TRUE
ÔngBùiNgọcDương-ChủtịchHĐQTBSR,typo,Bùi Ngọc Dương,Ông Bùi Ngọc Dương - Chủ tịch HĐQT BSR,oilgas:person:bui_ngoc_duong,person,PARTNER,BSR,person,ENERGY,contains,TRUE
ong bui ngoc duong - chu tich hđqt bsr,typo,Bùi Ngọc Dương,Ông Bùi Ngọc Dương - Chủ tịch HĐQT BSR,oilgas:person:bui_ngoc_duong,person,PARTNER,BSR,person,ENERGY,contains,TRUE
ong bui ngoc duong,typo,Bùi Ngọc Dương,Ông Bùi Ngọc Dương - Chủ tịch HĐQT BSR,oilgas:person:bui_ngoc_duong,person,PARTNER,BSR,person,ENERGY,contains,TRUE
Ông Phạm Văn Phong - Tổng Giám đốc PV GAS,canonical,Phạm Văn Phong,Ông Phạm Văn Phong - Tổng Giám đốc PV GAS,oilgas:person:pham_van_phong,person,PARTNER,PV GAS,person,ENERGY,contains,TRUE
Phạm Văn Phong,official,Phạm Văn Phong,Ông Phạm Văn Phong - Tổng Giám đốc PV GAS,oilgas:person:pham_van_phong,person,PARTNER,PV GAS,person,ENERGY,contains,TRUE
ÔngPhạmVănPhong-TổngGiámđốcPVGAS,typo,Phạm Văn Phong,Ông Phạm Văn Phong - Tổng Giám đốc PV GAS,oilgas:person:pham_van_phong,person,PARTNER,PV GAS,person,ENERGY,contains,TRUE
ong pham van phong - tong giam đoc pv gas,typo,Phạm Văn Phong,Ông Phạm Văn Phong - Tổng Giám đốc PV GAS,oilgas:person:pham_van_phong,person,PARTNER,PV GAS,person,ENERGY,contains,TRUE
PhạmVănPhong,typo,Phạm Văn Phong,Ông Phạm Văn Phong - Tổng Giám đốc PV GAS,oilgas:person:pham_van_phong,person,PARTNER,PV GAS,person,ENERGY,contains,TRUE
pham van phong,typo,Phạm Văn Phong,Ông Phạm Văn Phong - Tổng Giám đốc PV GAS,oilgas:person:pham_van_phong,person,PARTNER,PV GAS,person,ENERGY,contains,TRUE
ong pham van phong,typo,Phạm Văn Phong,Ông Phạm Văn Phong - Tổng Giám đốc PV GAS,oilgas:person:pham_van_phong,person,PARTNER,PV GAS,person,ENERGY,contains,TRUE
Ông Nguyễn Đăng Trình - Tổng Giám đốc PVOIL,canonical,Nguyễn Đăng Trình,Ông Nguyễn Đăng Trình - Tổng Giám đốc PVOIL,oilgas:person:nguyen_dang_trinh,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
Nguyễn Đăng Trình,official,Nguyễn Đăng Trình,Ông Nguyễn Đăng Trình - Tổng Giám đốc PVOIL,oilgas:person:nguyen_dang_trinh,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
ÔngNguyễnĐăngTrình-TổngGiámđốcPVOIL,typo,Nguyễn Đăng Trình,Ông Nguyễn Đăng Trình - Tổng Giám đốc PVOIL,oilgas:person:nguyen_dang_trinh,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
ong nguyen đang trinh - tong giam đoc pvoil,typo,Nguyễn Đăng Trình,Ông Nguyễn Đăng Trình - Tổng Giám đốc PVOIL,oilgas:person:nguyen_dang_trinh,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
NguyễnĐăngTrình,typo,Nguyễn Đăng Trình,Ông Nguyễn Đăng Trình - Tổng Giám đốc PVOIL,oilgas:person:nguyen_dang_trinh,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
nguyen đang trinh,typo,Nguyễn Đăng Trình,Ông Nguyễn Đăng Trình - Tổng Giám đốc PVOIL,oilgas:person:nguyen_dang_trinh,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
ong nguyen đang trinh,typo,Nguyễn Đăng Trình,Ông Nguyễn Đăng Trình - Tổng Giám đốc PVOIL,oilgas:person:nguyen_dang_trinh,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
Ông Cao Hoài Dương - Chủ tịch HĐQT PVOIL,canonical,Cao Hoài Dương,Ông Cao Hoài Dương - Chủ tịch HĐQT PVOIL,oilgas:person:cao_hoai_duong,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
Cao Hoài Dương,official,Cao Hoài Dương,Ông Cao Hoài Dương - Chủ tịch HĐQT PVOIL,oilgas:person:cao_hoai_duong,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
ÔngCaoHoàiDương-ChủtịchHĐQTPVOIL,typo,Cao Hoài Dương,Ông Cao Hoài Dương - Chủ tịch HĐQT PVOIL,oilgas:person:cao_hoai_duong,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
ong cao hoai duong - chu tich hđqt pvoil,typo,Cao Hoài Dương,Ông Cao Hoài Dương - Chủ tịch HĐQT PVOIL,oilgas:person:cao_hoai_duong,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
CaoHoàiDương,typo,Cao Hoài Dương,Ông Cao Hoài Dương - Chủ tịch HĐQT PVOIL,oilgas:person:cao_hoai_duong,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
cao hoai duong,typo,Cao Hoài Dương,Ông Cao Hoài Dương - Chủ tịch HĐQT PVOIL,oilgas:person:cao_hoai_duong,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
ong cao hoai duong,typo,Cao Hoài Dương,Ông Cao Hoài Dương - Chủ tịch HĐQT PVOIL,oilgas:person:cao_hoai_duong,person,PARTNER,PVOIL,person,ENERGY,contains,TRUE
Ông Nguyễn Thiện Bảo - Tổng Giám đốc PVEP,canonical,Nguyễn Thiện Bảo,Ông Nguyễn Thiện Bảo - Tổng Giám đốc PVEP,oilgas:person:nguyen_thien_bao,person,PARTNER,PVEP,person,ENERGY,contains,TRUE
Nguyễn Thiện Bảo,official,Nguyễn Thiện Bảo,Ông Nguyễn Thiện Bảo - Tổng Giám đốc PVEP,oilgas:person:nguyen_thien_bao,person,PARTNER,PVEP,person,ENERGY,contains,TRUE
